,Unnamed: 0,SEXO,EDAD,CH07,CH15,NIVEL_ED,ESTADO,AM01,V1,V2,V3,IX_TOT,ESTRATO_HOGAR,IPCF
0,0,2,76,4,3,2,3,1,2,1,2,1,1,5000.0
1,1,1,60,2,4,2,1,2,1,2,2,2,3,1500.0
2,2,2,73,5,2,2,3,2,2,1,2,1,1,2000.0
3,3,2,71,4,2,2,3,2,1,1,2,3,3,3400.0
4,4,1,77,5,1,1,3,1,2,1,2,1,1,1500.0
5,5,1,71,2,1,2,3,1,1,1,2,3,3,3833.333251953125
6,6,2,69,2,1,2,1,2,1,1,2,3,3,3833.333251953125
7,7,1,66,4,2,7,3,1,2,1,2,2,3,2500.0
8,8,2,85,4,3,7,3,2,1,1,2,4,3,2065.0
9,9,1,67,2,4,7,1,1,1,2,2,2,2,1000.0
10,10,2,66,4,1,7,1,1,1,2,2,3,3,5600.0
11,11,2,60,2,3,1,3,2,1,2,2,2,2,1000.0
12,12,2,80,4,1,7,3,2,1,1,2,2,3,3400.0
13,13,2,62,3,2,1,3,1,1,1,2,4,3,1975.0
14,14,1,79,2,5,3,3,1,2,1,2,2,2,2170.0
15,15,2,68,2,5,2,3,2,2,1,2,2,2,2170.0
16,16,1,69,2,2,7,3,2,2,1,2,3,3,166.6666717529297
17,17,2,60,2,2,7,3,2,2,1,2,3,3,166.6666717529297
18,18,2,77,4,2,7,3,2,1,1,2,5,3,1648.0
19,19,1,60,2,1,1,1,1,1,2,2,2,3,2850.0
20,20,1,65,2,2,2,3,2,1,1,2,3,3,1386.6666259765625
21,21,2,60,2,2,1,1,2,1,1,2,3,3,1386.6666259765625
22,22,2,68,4,2,1,3,1,2,1,2,1,1,2200.0
23,23,2,68,4,3,1,3,1,2,1,2,1,1,700.0
24,24,2,68,4,3,2,3,2,1,1,2,2,3,4850.0
25,25,2,67,2,1,1,3,1,2,1,2,2,2,1371.5
26,26,1,73,2,1,1,3,1,2,1,2,2,2,1371.5
27,27,1,60,2,4,3,1,1,1,1,2,3,3,3000.0
28,28,2,66,1,2,7,3,1,2,1,2,4,3,850.0
29,29,1,66,1,2,2,3,1,2,1,2,4,3,850.0
30,30,1,73,1,2,2,3,2,2,1,2,3,3,2000.0
31,31,2,64,1,1,7,3,1,1,1,2,3,3,2466.666748046875
32,32,2,70,2,1,3,3,1,1,1,2,3,3,2633.333251953125
33,33,1,71,2,1,2,3,2,1,1,2,3,3,2633.333251953125
34,34,1,85,2,1,3,3,1,2,1,2,2,2,2500.0
35,35,2,73,2,2,2,3,1,1,1,2,3,3,2500.0
36,36,2,83,2,2,2,3,1,2,1,2,2,2,2300.0
37,37,2,64,2,1,2,3,2,2,1,2,2,3,950.0
38,38,1,67,2,4,2,2,2,1,1,2,6,3,760.0
39,39,2,75,2,3,1,3,1,2,1,2,2,2,2300.0
40,40,2,60,4,3,3,3,2,1,1,2,1,1,2000.0
42,42,2,66,3,4,1,3,1,2,1,2,1,1,3000.0
43,43,1,65,2,2,2,3,2,2,1,2,3,3,666.6666870117188
44,44,2,64,4,2,7,3,1,1,1,2,4,3,1425.0
45,45,1,72,4,1,2,3,2,2,1,2,1,1,5337.0
46,46,2,72,5,1,2,3,1,1,1,2,3,3,2116.666748046875
47,47,2,66,5,1,2,3,1,1,1,2,3,3,2116.666748046875
48,48,2,62,3,1,4,1,1,1,2,2,6,3,2216.666748046875
49,49,2,93,4,1,1,3,1,1,2,2,6,3,2216.666748046875
50,50,1,70,2,2,1,3,1,1,1,2,4,3,1295.0
51,51,2,63,4,3,1,3,1,1,1,2,4,3,2361.5
52,52,2,67,2,2,4,3,2,2,1,2,2,2,2200.0
53,53,1,77,2,2,2,3,1,2,1,2,2,2,2200.0
54,54,2,70,2,3,3,3,2,2,1,2,2,2,2500.0
55,55,2,65,4,3,1,3,2,2,1,2,8,3,163.125
56,56,1,70,2,1,1,3,2,2,1,2,2,3,1950.0
57,57,2,87,3,3,7,3,1,1,1,2,3,3,1400.0
58,58,1,65,2,3,1,3,2,2,1,2,3,3,933.3333129882812
59,59,1,81,2,2,2,3,2,2,1,2,2,2,2625.0
60,60,2,61,2,4,3,3,1,1,2,2,7,3,3928.571533203125
61,61,2,71,4,2,2,3,1,1,1,2,5,3,1310.0
62,62,1,83,2,2,7,3,2,2,1,2,2,2,2000.0
63,63,2,76,2,2,2,3,1,2,1,2,2,2,2000.0
64,64,2,75,4,4,2,3,1,2,1,2,3,3,833.3333129882812
65,65,2,71,4,3,1,3,1,2,1,2,1,1,2300.0
66,66,2,75,3,2,1,3,1,2,1,2,1,1,2200.0
67,67,1,62,2,3,2,3,1,2,1,2,2,2,1100.0
68,68,2,72,3,4,2,3,1,2,1,2,1,1,1400.0
69,69,1,78,2,2,2,3,2,1,1,2,3,3,2500.0
70,70,1,71,2,1,1,3,1,1,1,2,4,3,1300.0
71,71,1,61,1,3,2,1,1,1,2,2,4,3,3825.0
72,72,2,66,4,3,1,3,2,2,1,2,1,1,2600.0
73,73,1,60,1,2,1,1,1,1,2,2,3,3,3400.0
74,74,2,61,2,3,2,3,1,2,2,2,10,3,457.5
75,75,1,60,2,3,2,3,1,1,1,2,3,3,1566.6666259765625
76,76,2,78,4,2,1,3,1,2,1,2,3,3,572.0
77,77,1,60,2,1,2,1,2,1,2,2,3,3,4166.66650390625
78,78,1,60,2,3,4,3,2,2,1,2,2,2,1420.0
79,79,2,84,4,2,2,3,1,2,1,2,1,1,2000.0
80,80,1,79,2,2,7,3,1,1,1,2,5,3,1280.800048828125
81,81,2,63,2,2,7,3,1,1,1,2,5,3,1280.800048828125
82,82,2,66,1,2,2,3,1,2,1,2,2,2,2950.0
83,83,1,65,1,4,2,3,1,2,1,2,2,2,2950.0
84,84,1,61,2,3,4,3,1,2,1,2,3,3,1900.0
85,85,1,65,1,4,2,3,2,1,1,2,2,3,1150.0
86,86,2,61,5,4,4,3,2,2,1,2,1,1,2200.0
87,87,1,79,2,2,2,3,1,1,1,2,3,3,1840.0
88,88,2,81,2,1,2,3,1,1,1,2,3,3,1840.0
89,89,2,68,5,1,1,1,1,1,1,2,3,3,833.3333129882812
90,90,1,64,2,3,6,1,2,1,1,2,2,2,5500.0
91,91,2,64,2,3,6,3,2,1,1,2,2,2,5500.0
92,92,1,65,5,2,6,1,1,1,1,2,4,3,4200.0
93,93,1,84,2,3,2,3,1,1,1,2,3,3,2883.333251953125
94,94,1,74,2,1,2,3,1,1,1,2,3,3,2666.666748046875
95,95,2,86,4,1,7,3,1,1,1,2,4,3,4200.0
96,96,2,60,3,1,6,1,1,1,1,2,4,3,4200.0
97,97,2,74,2,2,3,3,1,1,1,2,3,3,2883.333251953125
98,98,2,75,2,1,2,3,1,1,1,2,3,3,2666.666748046875
99,99,2,82,2,1,2,3,2,1,1,2,4,3,2275.0
100,100,1,68,2,2,2,3,2,1,1,2,3,3,2950.0
101,101,1,75,2,1,2,3,2,1,1,2,4,3,2275.0
102,102,2,68,2,1,1,3,1,1,1,2,3,3,2950.0
103,103,1,81,2,1,1,3,1,1,1,2,3,3,2800.0
104,104,2,61,2,2,2,3,2,2,1,2,2,2,3575.0
105,105,2,98,5,1,2,3,1,1,1,2,5,3,1320.0
106,106,1,70,2,2,2,3,2,2,1,2,2,2,3575.0
107,107,1,63,2,3,2,3,1,1,1,2,2,3,5200.0
108,108,2,61,1,3,4,3,1,1,1,2,4,3,4475.0
110,110,2,60,3,1,2,3,2,1,1,2,5,3,1320.0
111,111,2,71,2,1,1,3,2,1,1,2,3,3,2800.0
112,112,1,89,3,2,1,3,1,2,1,2,1,1,4350.0
113,113,1,64,4,2,2,1,2,1,1,2,8,3,911.25
114,114,2,68,1,4,1,3,1,1,2,2,2,3,1000.0
115,115,1,67,2,4,1,3,1,1,1,2,3,3,2310.0
116,116,1,62,2,1,2,3,1,2,1,2,4,3,450.0
117,117,2,65,2,1,4,3,2,2,1,2,2,2,5000.0
118,118,1,69,2,1,3,3,1,2,1,2,2,2,5000.0
119,119,1,61,2,2,2,1,2,1,2,2,2,2,2600.0
120,120,2,61,2,2,3,1,2,1,2,2,2,2,2600.0
121,121,2,60,4,1,2,3,2,1,1,2,3,3,3566.666748046875
122,122,1,82,2,2,1,3,1,1,1,2,3,3,1433.3333740234375
123,123,1,63,2,1,2,1,1,1,2,2,2,3,3751.0
124,124,2,67,2,3,7,3,1,1,1,2,2,2,1350.0
125,125,1,86,2,4,1,3,1,2,1,2,2,2,2350.0
126,126,2,84,2,4,7,3,1,2,1,2,2,2,2350.0
127,127,1,61,2,2,7,1,2,1,1,2,2,2,1350.0
128,128,2,71,2,2,2,3,2,1,1,2,3,3,1433.3333740234375
129,129,1,67,2,2,1,3,2,2,1,2,2,2,3225.0
130,130,2,70,4,1,4,1,1,1,1,2,2,3,1750.0
131,131,2,82,4,4,7,1,2,1,1,2,3,3,633.3333129882812
132,132,2,66,2,2,1,3,2,2,1,2,2,2,3225.0
133,133,2,78,5,1,4,1,1,1,1,2,2,2,2575.0
134,134,2,80,5,1,6,3,1,1,1,2,2,2,2575.0
135,135,2,65,2,1,7,3,2,1,2,2,3,3,333.3333435058594
136,136,1,62,2,1,2,3,2,1,2,2,3,3,333.3333435058594
137,137,1,60,2,1,2,3,2,1,1,2,4,3,1200.0
138,138,2,66,2,3,1,3,2,1,1,2,8,3,462.5
139,139,2,69,4,2,1,3,2,2,1,2,1,1,4000.0
140,140,2,64,2,2,1,3,1,1,1,2,4,3,1295.0
141,141,1,78,1,1,2,3,1,2,1,2,3,2,2575.666748046875
142,142,2,75,1,3,2,3,1,2,1,2,3,2,2575.666748046875
143,143,2,89,4,2,1,3,1,2,1,2,1,1,2945.0
144,144,1,66,2,4,1,1,2,1,1,2,2,2,2550.0
145,145,2,63,2,4,2,3,2,1,1,2,2,2,2550.0
146,146,2,80,4,3,1,3,1,2,1,2,3,2,2575.666748046875
147,147,1,62,1,2,2,1,2,1,1,2,4,3,2412.5
148,148,2,66,4,2,7,3,2,2,1,2,1,1,3000.0
149,149,2,62,5,1,2,3,1,1,1,2,4,3,325.0
150,150,1,66,5,4,1,1,2,1,2,2,1,1,3300.0
151,151,2,74,4,1,1,3,1,1,1,2,2,3,2400.0
153,153,1,86,4,1,1,3,1,2,1,2,1,1,2000.0
154,154,2,76,4,1,2,3,1,2,1,2,2,3,900.0
156,156,2,65,1,1,2,3,1,2,1,2,1,1,1800.0
157,157,2,74,2,1,7,3,1,2,1,2,2,2,1500.0
158,158,2,81,4,3,4,3,1,2,1,2,3,2,5200.0
159,159,2,61,2,1,4,3,1,2,1,2,3,2,5200.0
160,160,1,65,2,1,4,3,1,2,1,2,3,2,5200.0
161,161,1,62,2,3,7,1,2,2,1,2,2,2,1500.0
162,162,1,63,4,3,1,3,2,1,1,2,2,3,4750.0
163,163,2,63,4,1,2,1,1,1,1,2,4,3,1225.0
164,164,2,85,4,1,1,3,1,2,1,2,1,1,1700.0
165,165,1,62,3,3,6,1,2,1,2,2,1,1,2500.0
166,166,2,81,4,1,7,3,2,2,1,2,1,1,2222.0
167,167,1,85,2,3,6,3,1,2,1,2,2,2,1300.0
168,168,2,63,1,2,1,3,2,2,1,2,4,3,1175.0
169,169,1,70,1,3,2,3,1,2,1,2,4,3,1175.0
170,170,2,70,4,3,7,3,1,1,1,2,7,3,714.2857055664062
171,171,2,79,2,3,6,3,1,2,1,2,2,2,1300.0
172,172,2,61,1,3,2,3,1,1,1,2,2,3,3500.0
173,173,2,63,2,2,3,3,1,2,1,2,2,2,3300.0
174,174,1,75,2,3,2,3,2,2,1,2,2,2,3300.0
175,175,2,71,3,1,2,1,2,1,1,2,4,3,2500.0
176,176,2,62,2,4,2,3,1,1,2,2,2,3,3000.0
177,177,2,61,4,3,3,1,1,1,1,2,2,3,5500.0
178,178,2,68,1,3,1,3,1,2,1,2,2,2,1600.0
180,180,1,76,5,2,1,3,2,2,1,2,1,1,2844.0
181,181,1,62,1,2,2,3,2,2,1,2,3,3,800.0
183,183,1,68,1,3,2,3,1,2,1,2,2,2,1600.0
184,184,2,63,3,2,2,1,1,1,2,2,3,3,2600.0
185,185,2,62,1,4,2,3,2,2,1,2,2,2,4750.0
186,186,1,71,1,1,3,3,2,2,1,2,2,2,4750.0
187,187,2,62,4,1,4,3,1,1,1,2,5,3,3060.0
188,188,2,85,4,1,1,3,1,1,1,2,6,3,3071.666748046875
190,190,2,63,5,1,3,3,1,1,1,2,6,3,3071.666748046875
191,191,2,67,5,2,2,3,2,2,1,2,2,3,1350.0
192,192,2,61,3,1,1,3,1,2,1,2,1,1,500.0
193,193,2,64,5,1,2,1,1,1,1,2,1,1,3500.0
194,194,2,74,4,1,2,3,2,1,1,2,4,3,1190.0
195,195,2,64,2,1,3,1,2,1,1,2,2,2,2400.0
196,196,1,68,2,1,2,1,2,1,1,2,2,2,2400.0
197,197,2,63,1,1,2,1,2,1,1,2,2,2,3400.0
198,198,2,62,4,5,4,3,1,1,2,2,2,3,2500.0
199,199,1,63,3,1,2,1,2,1,2,2,1,1,1600.0
200,200,1,69,1,4,2,1,2,1,1,2,2,2,3400.0
201,201,2,66,2,3,2,1,1,1,1,2,5,3,1240.0
202,202,2,70,2,1,2,3,1,1,1,2,4,3,4037.5
203,203,1,65,1,2,1,1,2,1,1,2,2,2,2500.0
204,204,2,63,1,2,1,2,1,1,1,2,2,2,2500.0
205,205,1,64,2,5,2,3,2,2,1,2,2,2,3825.0
206,206,2,75,2,2,2,3,1,2,1,2,2,2,1425.0
207,207,1,77,2,2,1,3,1,2,1,2,2,2,1425.0
208,208,2,62,2,3,2,3,2,2,1,2,2,2,3825.0
209,209,2,70,4,1,1,3,1,1,1,2,2,3,2890.0
210,210,1,77,2,3,2,3,1,2,1,2,2,2,1455.0
211,211,2,69,2,3,2,1,1,2,1,2,2,2,1455.0
212,212,2,65,2,1,1,1,2,1,2,2,6,3,1533.3333740234375
213,213,2,72,4,1,1,3,2,1,1,2,4,3,1900.0
214,214,1,82,5,3,7,3,2,1,1,2,11,3,554.5454711914061
215,215,1,64,1,3,6,1,1,1,1,2,2,2,3950.0
216,216,2,62,1,1,3,3,1,1,1,2,2,2,3950.0
217,217,1,60,2,1,2,1,1,2,1,2,3,3,1866.6666259765625
218,218,2,71,2,3,4,3,1,2,1,2,2,2,5000.0
219,219,2,60,2,1,2,3,1,1,1,2,3,3,3333.333251953125
220,220,1,65,2,1,3,3,1,1,1,2,3,3,3333.333251953125
221,221,1,80,2,3,6,3,1,2,1,2,2,2,5000.0
222,222,2,78,4,1,1,3,1,2,1,2,2,3,570.0
223,223,2,60,2,1,6,3,1,2,1,2,4,3,2250.0
224,224,2,66,2,1,1,3,2,1,1,2,4,3,1597.5
225,225,2,68,4,1,1,3,1,1,1,2,3,3,783.3333129882812
226,226,1,62,2,1,2,3,1,2,1,2,2,3,4635.0
227,227,1,66,2,1,1,3,2,2,1,2,2,3,800.0
228,228,2,60,2,1,3,3,1,1,1,2,3,3,1100.0
229,229,2,67,4,3,1,3,1,2,1,2,3,3,800.0
230,230,2,68,2,1,2,3,1,1,1,2,3,3,2500.0
231,231,1,70,2,3,2,1,1,1,1,2,3,3,2500.0
232,232,2,69,3,1,2,3,1,2,1,2,1,1,1700.0
233,233,1,69,1,3,1,1,2,1,1,2,4,3,300.0
234,234,2,86,4,2,1,3,1,2,1,2,2,3,1830.0
235,235,2,62,4,1,2,3,1,2,1,2,1,1,2050.0
236,236,1,64,3,1,2,1,2,1,2,2,1,1,3160.0
237,237,2,67,2,3,2,1,1,1,2,2,2,2,3900.0
238,238,2,89,4,4,1,3,1,1,1,2,2,3,2750.0
239,239,2,65,2,2,6,3,1,2,1,2,2,2,1200.0
240,240,1,64,2,1,6,3,2,2,1,2,2,2,1200.0
241,241,2,63,1,1,4,1,1,1,1,2,3,3,1866.6666259765625
242,242,1,68,1,1,6,3,2,1,1,2,3,3,1866.6666259765625
243,243,2,74,5,1,7,3,1,1,1,2,3,3,2200.0
244,244,1,60,2,4,1,1,2,1,2,2,2,2,3900.0
245,245,1,72,2,4,4,3,1,2,1,2,2,2,2150.0
246,246,2,83,4,3,2,3,1,1,1,2,3,3,566.6666870117188
247,247,1,64,2,2,2,1,2,1,2,2,2,2,900.0
248,248,2,72,4,1,1,3,2,1,1,2,6,3,915.0
249,249,2,63,2,2,2,3,2,1,2,2,2,2,900.0
250,250,1,61,1,1,5,1,2,1,1,2,3,3,2833.333251953125
251,251,2,73,2,2,1,3,2,1,1,2,2,2,1900.0
252,252,1,62,2,1,4,1,2,1,2,2,2,3,4500.0
254,254,1,61,2,1,2,1,2,1,2,2,3,3,2250.0
255,255,2,71,4,1,2,3,2,1,1,2,2,3,1057.5
256,256,2,63,4,1,3,3,1,1,1,2,2,3,2000.0
257,257,1,66,1,3,3,3,1,1,1,2,3,3,1433.3333740234375
259,259,1,64,5,2,7,1,2,1,1,2,3,3,1066.6666259765623
260,260,1,61,2,2,6,3,2,2,1,2,2,3,4000.0
261,261,2,71,4,1,2,3,1,2,1,2,3,3,1933.3333740234373
262,262,2,69,1,2,2,3,2,1,2,2,2,3,3000.0
263,263,1,67,4,1,1,3,1,2,1,2,1,1,1270.0
264,264,1,63,1,1,4,1,1,1,1,2,8,3,615.0
266,266,2,76,2,1,2,3,1,1,1,2,3,3,3100.0
267,267,1,80,2,1,2,3,1,1,1,2,3,3,3100.0
268,268,2,60,2,1,1,3,2,1,2,2,5,3,920.0
269,269,2,66,2,1,4,1,1,1,1,2,3,3,2066.666748046875
270,270,1,60,2,1,3,1,2,1,2,2,5,3,920.0
271,271,1,61,1,3,4,3,1,1,1,2,4,3,2286.25
272,272,2,70,4,1,1,3,1,2,1,2,1,1,1400.0
273,273,1,73,2,1,2,3,1,1,1,2,3,3,2066.666748046875
274,274,1,63,2,3,2,1,2,1,2,2,4,3,2900.0
275,275,1,67,1,1,3,1,2,1,1,2,7,3,628.5714111328125
276,276,1,83,4,3,2,3,1,1,1,2,5,3,1260.0
277,277,2,72,4,3,1,3,2,2,1,2,1,1,1000.0
278,278,2,64,2,3,6,1,2,1,2,2,4,3,2900.0
279,279,1,61,2,3,2,1,1,1,1,2,5,3,1260.0
280,280,2,75,5,1,1,3,2,2,1,2,2,3,500.0
281,281,2,60,3,1,5,3,1,1,1,2,3,3,2683.333251953125
282,282,2,70,5,1,3,3,1,2,1,2,1,1,1400.0
283,283,1,65,1,2,2,3,1,1,1,2,5,3,1088.0
284,284,2,60,4,1,2,3,1,2,1,2,1,1,3300.0
285,285,2,84,4,1,7,3,2,1,1,2,6,3,490.0
286,286,2,76,5,1,2,3,1,1,1,2,3,2,2666.666748046875
287,287,2,68,2,3,1,1,1,1,1,2,2,2,4712.5
288,288,2,65,1,2,3,1,1,1,1,2,3,2,2666.666748046875
289,289,1,80,2,3,1,3,1,1,1,2,2,2,4712.5
290,290,1,60,1,1,4,1,2,1,1,2,3,2,2666.666748046875
292,292,2,64,4,3,1,3,1,2,1,2,1,1,3300.0
294,294,1,88,4,1,2,3,1,1,1,2,3,3,5041.66650390625
295,295,2,71,4,2,2,3,2,2,1,2,1,1,4800.0
296,296,2,69,5,2,1,3,1,1,1,2,6,3,1166.6666259765625
297,297,1,68,2,2,2,3,2,2,1,2,2,3,800.0
298,298,2,68,5,1,1,3,2,1,1,2,3,3,733.3333129882812
299,299,1,70,4,2,2,1,1,1,1,2,2,3,2000.0
300,300,2,78,4,1,2,3,1,2,1,2,1,1,1780.0
301,301,2,66,4,3,2,3,2,1,1,2,2,3,1775.0
302,302,1,64,3,1,1,3,2,2,1,2,1,1,3000.0
303,303,1,71,2,1,1,3,1,2,1,2,2,2,2325.0
304,304,2,67,2,1,7,3,1,2,1,2,2,2,2325.0
306,306,2,67,4,1,2,3,1,2,1,2,2,3,650.0
307,307,2,60,2,3,1,3,2,1,2,2,6,3,3500.0
308,308,1,61,2,1,3,1,2,1,1,2,4,3,1687.5
309,309,2,65,4,1,1,3,2,2,1,2,1,1,1200.0
310,310,2,62,2,3,6,3,2,1,1,2,4,3,1687.5
311,311,2,67,3,3,2,1,1,1,1,2,1,1,3800.0
312,312,1,82,4,4,7,3,2,2,1,2,1,1,2100.0
313,313,2,81,4,3,2,3,2,2,1,2,5,3,600.0
314,314,1,71,2,2,4,3,1,1,1,2,6,3,2158.333251953125
316,316,2,71,2,3,1,3,2,1,1,2,5,3,1574.0
317,317,2,61,4,1,1,1,2,1,1,2,4,3,875.0
318,318,1,87,2,4,7,3,1,1,1,2,5,3,1574.0
319,319,1,76,2,4,2,3,1,1,1,2,8,3,462.5
320,320,2,79,5,1,1,3,1,1,1,2,2,3,1200.0
321,321,2,81,4,3,6,3,1,1,1,2,5,3,1360.0
322,322,2,61,2,1,2,3,2,1,1,2,3,3,1130.0
323,323,1,65,2,1,2,3,1,1,1,2,3,3,1130.0
324,324,2,68,5,3,1,3,1,1,1,2,4,3,1250.0
325,325,2,68,1,2,2,3,1,1,1,2,2,3,2300.0
326,326,2,77,4,2,2,3,1,1,1,2,4,3,2325.0
327,327,2,65,4,2,2,3,1,1,1,2,2,3,4150.0
328,328,2,67,5,2,1,3,1,1,1,2,2,3,3100.0
329,329,1,81,2,3,5,1,2,1,1,2,4,3,1300.0
330,330,2,66,5,3,2,3,1,2,1,2,2,2,5150.0
331,331,1,60,2,2,2,1,2,1,2,2,6,3,966.6666870117188
333,333,2,94,4,2,1,3,1,2,1,2,2,2,5150.0
334,334,2,74,4,3,4,3,1,1,1,2,2,3,3350.0
335,335,2,64,2,2,3,1,1,1,2,2,2,2,4875.0
336,336,2,64,4,3,4,3,2,2,1,2,1,1,4700.0
337,337,1,64,2,2,2,1,1,1,2,2,2,3,2400.0
338,338,1,63,2,3,3,1,2,1,2,2,2,2,4875.0
339,339,2,81,2,1,2,3,1,2,1,2,2,2,3425.0
340,340,1,86,2,1,2,3,1,2,1,2,2,2,3425.0
341,341,2,73,4,1,1,3,1,1,1,2,3,3,1733.3333740234375
342,342,1,62,2,2,2,3,1,1,2,2,3,3,1733.3333740234375
343,343,2,61,2,1,2,3,1,1,1,2,5,3,560.0
344,344,2,60,2,1,2,1,1,1,1,2,10,3,530.0
345,345,1,61,2,1,7,1,2,1,1,2,10,3,530.0
346,346,1,60,2,1,2,1,2,1,1,2,5,3,560.0
347,347,1,69,2,4,1,1,2,1,1,2,3,3,1900.0
348,348,1,69,2,2,1,2,2,1,1,2,3,3,1100.0
349,349,2,71,2,2,1,3,2,1,1,2,3,3,1900.0
350,350,1,67,1,3,3,1,2,1,1,2,4,3,1370.0
351,351,2,65,4,1,2,3,1,1,1,2,5,3,1140.0
352,352,1,72,1,1,2,3,1,1,1,2,6,3,790.8333129882812
353,353,2,67,4,1,2,3,1,2,1,2,1,1,2300.0
354,354,1,66,5,1,1,3,2,2,1,2,1,1,2000.0
355,355,1,66,5,2,1,1,2,1,1,2,1,1,2250.0
356,356,1,72,2,2,1,3,1,1,1,2,7,3,1482.857177734375
357,357,1,61,2,1,2,1,2,1,1,2,10,3,770.0
358,358,2,69,2,2,7,3,1,1,1,2,7,3,1482.857177734375
359,359,1,65,2,3,4,3,1,1,2,2,6,3,1500.0
360,360,1,82,2,1,4,3,1,2,1,2,4,3,1368.75
361,361,1,63,2,1,2,1,2,1,1,2,2,2,2050.0
362,362,2,65,2,3,2,3,1,1,1,2,2,2,2050.0
364,364,1,71,2,2,1,3,2,1,1,2,6,3,1316.6666259765625
365,365,2,66,3,2,2,3,1,1,1,2,2,3,2425.0
366,366,2,72,2,2,1,3,1,1,1,2,6,3,1316.6666259765625
368,368,2,91,5,1,2,3,1,1,1,2,3,3,2400.0
369,369,2,71,2,1,2,3,1,2,1,2,4,3,1368.75
370,370,2,72,4,2,1,1,1,1,1,2,1,1,2700.0
371,371,1,64,2,4,2,1,2,1,1,2,7,3,1528.5714111328125
372,372,2,64,2,1,2,3,1,2,1,2,2,2,1900.0
373,373,1,84,1,2,2,3,2,1,1,2,5,3,720.0
374,374,2,74,1,2,2,1,2,1,1,2,5,3,720.0
375,375,2,64,2,3,7,1,1,1,1,2,7,3,1528.5714111328125
376,376,2,68,4,1,4,3,2,2,1,2,1,1,3600.0
377,377,1,79,2,1,2,1,2,2,1,2,2,2,1900.0
378,378,2,80,4,4,1,1,1,1,1,2,1,1,1600.0
379,379,1,60,5,3,4,1,2,1,1,2,2,2,2550.0
380,380,2,61,3,1,2,3,1,1,1,2,5,3,956.0
381,381,2,82,4,3,4,3,1,1,1,2,2,2,2550.0
382,382,2,84,5,2,7,3,2,1,1,2,4,3,644.0
383,383,2,61,1,2,1,3,1,1,1,2,2,3,1420.0
384,384,1,60,1,2,4,1,1,1,2,2,2,3,2600.0
385,385,2,81,4,3,3,3,1,2,1,2,1,1,1800.0
386,386,1,80,2,1,1,3,2,1,1,2,8,3,487.5
387,387,2,84,4,1,2,3,1,2,1,2,1,1,1600.0
388,388,1,70,4,2,1,3,1,1,1,2,6,3,953.3333129882812
389,389,1,68,5,2,1,3,2,1,1,2,2,3,2925.0
390,390,1,64,2,2,2,1,2,1,1,2,4,3,1912.5
391,391,2,82,4,3,1,3,2,2,1,2,1,1,0.0
392,392,1,62,2,1,2,1,1,1,2,2,3,3,833.3333129882812
393,393,2,62,4,1,2,3,1,2,1,2,2,3,225.0
395,395,1,62,2,1,2,3,2,1,1,2,4,3,975.0
396,396,2,60,1,4,1,3,1,1,1,2,4,3,1850.0
397,397,1,72,5,2,1,3,2,1,1,2,4,3,1310.0
398,398,2,67,5,1,1,1,1,1,1,2,4,3,725.0
400,400,2,61,3,1,3,1,2,1,2,2,1,1,800.0
401,401,1,94,4,1,1,3,2,2,1,2,1,1,3000.0
402,402,1,70,2,3,2,3,2,1,1,2,4,3,2650.0
403,403,2,70,4,1,2,3,1,2,1,2,2,3,600.0
404,404,2,61,4,1,1,1,1,1,2,2,4,3,713.75
405,405,1,70,2,1,2,3,1,1,1,2,2,3,2500.0
406,406,2,71,5,3,2,3,1,2,1,2,2,3,750.0
407,407,1,75,2,4,7,3,1,2,1,2,2,2,800.0
408,408,2,70,5,1,2,1,2,1,1,2,3,3,1740.0
409,409,2,81,2,4,2,3,1,2,1,2,2,2,3125.0
411,411,1,62,2,1,1,1,1,1,1,2,2,3,2100.0
412,412,1,77,2,4,2,3,1,2,1,2,2,2,3125.0
414,414,1,61,1,1,2,1,1,1,1,2,3,3,2000.0
415,415,2,77,4,3,1,3,2,1,1,2,3,3,1300.0
416,416,2,62,1,1,6,3,2,1,1,2,3,3,2000.0
417,417,2,62,2,2,6,3,1,2,1,2,2,2,3700.0
418,418,1,65,2,3,4,3,2,2,1,2,2,2,3700.0
419,419,1,66,1,3,2,1,2,1,1,2,4,3,1875.0
420,420,1,77,2,2,2,3,2,1,1,2,4,3,3737.5
421,421,2,75,2,4,7,3,2,2,1,2,2,2,800.0
422,422,2,77,2,2,2,3,2,1,1,2,4,3,3737.5
423,423,1,64,5,1,7,3,2,1,1,2,5,3,1391.0
424,424,2,71,4,1,3,3,2,2,1,2,2,3,800.0
425,425,2,79,4,2,1,3,1,2,1,2,1,1,2300.0
426,426,2,91,4,1,1,3,1,1,1,2,5,3,1391.0
428,428,2,62,2,3,2,3,1,1,1,2,4,3,2500.0
429,429,1,62,2,3,4,3,1,1,1,2,4,3,2500.0
430,430,2,69,4,1,2,1,1,1,1,2,2,3,750.0
431,431,2,85,4,1,7,3,1,2,1,2,2,3,800.0
432,432,1,64,2,1,3,3,1,2,1,2,2,2,600.0
434,434,1,66,5,4,1,3,2,1,1,2,3,3,1400.0
435,435,2,63,2,1,4,3,2,2,1,2,2,2,600.0
436,436,1,60,1,1,1,3,2,1,1,2,6,3,1461.0
437,437,2,79,4,1,1,3,1,1,1,2,4,3,1875.0
438,438,1,64,2,3,2,3,1,2,1,2,3,3,3966.666748046875
