,SEXO,EDAD,CH07,CH15,NIVEL_ED,ESTADO,AM01,V1,V2,V3,IX_TOT,ESTRATO_HOGAR,IPCF
1123,2,90,5,1,4,3,1,2,1,2,4,3,1920.0
1124,1,62,2,3,4,1,2,1,1,2,9,3,1011.111083984375
1125,2,74,3,2,1,3,1,2,1,2,1,1,1400.0
1126,2,89,4,1,7,3,1,1,1,2,2,3,2400.0
1127,2,63,2,3,2,3,1,1,1,2,9,3,1011.111083984375
1128,2,65,1,1,2,3,1,1,1,2,2,3,2275.0
1129,1,67,4,1,3,1,2,1,1,2,3,3,16266.6669921875
1130,1,75,2,1,2,3,1,2,1,2,3,3,2833.333251953125
1131,2,91,4,1,2,3,1,1,1,2,3,3,16266.6669921875
1132,2,76,4,1,1,3,1,2,1,2,1,1,2100.0
1133,2,76,2,3,3,3,1,2,1,2,3,3,2833.333251953125
1134,2,69,3,2,7,3,2,2,1,2,4,3,780.0
1135,1,71,2,2,7,3,2,2,1,2,2,2,1350.0
1136,1,65,2,3,3,3,2,1,1,2,5,3,756.0
1137,1,89,2,2,2,3,1,2,1,2,2,2,4850.0
1138,2,77,4,2,1,3,1,1,1,2,2,3,1850.0
1139,2,65,4,1,5,3,2,2,1,2,1,1,2400.0
1140,1,80,2,3,6,3,1,2,1,2,2,2,2500.0
1141,1,68,2,1,7,3,1,1,1,2,6,3,1266.6666259765625
1142,2,60,3,1,1,3,1,2,1,2,5,3,229.0
1143,2,94,4,3,2,3,2,1,1,2,4,3,3800.0
1144,2,64,5,3,6,3,2,1,1,2,4,3,3800.0
1145,1,60,3,1,2,3,1,1,1,2,2,3,750.0
1146,1,87,4,3,2,3,1,2,1,2,1,1,1900.0
1147,2,66,2,1,7,3,1,1,1,2,6,3,1266.6666259765625
1148,2,79,4,2,2,3,1,2,1,2,3,3,600.0
1149,2,65,4,1,2,1,1,1,1,2,3,3,1433.3333740234375
1150,1,60,3,2,3,3,1,2,1,2,3,3,600.0
1151,2,82,4,1,7,3,1,2,1,2,2,3,750.0
1152,2,78,4,1,6,3,1,1,1,2,1,1,15000.0
1153,2,76,5,1,1,3,2,2,1,2,1,1,3300.0
1154,1,70,2,1,4,3,1,2,1,2,3,3,600.0
1155,1,82,4,3,2,3,1,1,1,2,6,3,1450.0
1156,2,77,4,2,2,3,1,1,1,2,6,3,1166.6666259765625
1157,1,90,4,4,7,3,2,1,1,2,7,3,485.71429443359375
1158,1,70,2,3,2,1,2,1,1,2,5,3,1020.0
1159,1,68,2,3,4,3,2,2,1,2,2,2,3100.0
1160,2,73,3,1,2,3,1,1,2,2,4,3,837.5
1161,2,67,2,3,4,3,1,2,1,2,2,2,3100.0
1162,2,64,2,1,2,3,2,1,1,2,5,3,1020.0
1163,1,75,3,1,2,3,2,2,1,2,1,1,1800.0
1164,2,77,4,4,6,3,1,1,1,2,2,3,1550.0
1165,1,65,4,2,2,1,2,1,2,2,3,3,600.0
1166,2,79,2,2,7,3,1,1,1,2,4,3,2950.0
1167,1,70,3,3,1,1,2,1,1,2,1,1,1800.0
1168,2,79,4,3,2,3,1,2,1,2,2,3,600.0
1169,1,73,2,1,2,3,1,1,1,2,4,3,2950.0
1170,2,60,2,3,2,3,1,1,2,2,2,2,1600.0
1171,1,66,2,3,2,1,1,1,2,2,2,2,1600.0
1172,2,69,3,3,1,3,1,1,1,2,3,3,1433.3333740234375
1173,1,64,1,1,1,3,2,1,1,2,4,3,1487.5
1174,2,70,1,1,1,3,1,1,1,2,5,3,1160.0
1175,1,63,1,1,7,1,2,1,1,2,5,3,1160.0
1176,2,62,5,2,3,1,2,1,1,2,1,1,2500.0
1177,2,62,5,2,1,3,1,1,1,2,2,3,750.0
1178,2,60,1,1,2,1,2,1,1,2,4,3,1487.5
1179,2,77,4,3,2,3,2,2,1,2,1,1,6800.0
1180,2,76,4,3,1,3,1,2,1,2,3,3,1500.0
1181,1,65,2,1,3,1,2,1,1,2,2,2,1585.0
1182,2,71,4,1,2,3,1,1,1,2,3,3,5516.66650390625
1183,2,70,2,3,2,3,1,1,1,2,2,2,1585.0
1184,1,61,2,1,1,3,1,2,1,2,2,3,1250.0
1185,1,82,4,3,2,3,1,2,1,2,1,1,1000.0
1186,1,67,2,3,6,1,2,1,1,2,3,3,4666.66650390625
1187,2,67,2,2,6,1,1,1,1,2,3,3,4666.66650390625
1188,2,71,4,3,1,3,2,2,1,2,1,1,2100.0
1189,2,60,3,2,4,1,1,1,2,2,1,1,4000.0
1190,2,61,2,4,7,3,1,1,1,2,8,3,1512.5
1191,1,76,2,3,2,3,2,2,1,2,3,3,2166.666748046875
1192,1,60,2,3,1,1,1,1,1,2,6,3,1103.3333740234377
1193,2,64,5,1,1,3,1,1,1,2,3,3,2133.333251953125
1194,1,65,3,1,1,3,2,2,1,2,2,3,4950.0
1195,2,74,4,3,2,3,1,2,1,2,1,1,3200.0
1196,2,75,3,1,6,3,1,2,1,2,1,1,6000.0
1197,1,62,2,1,4,3,1,1,1,2,6,3,1013.3333129882812
1198,2,69,4,2,1,3,2,2,1,2,1,1,2100.0
1199,2,61,1,2,2,3,1,1,1,2,11,3,786.3636474609375
1200,2,66,4,3,2,3,2,1,1,2,2,3,3450.0
1201,1,70,4,1,1,3,1,1,1,2,2,3,2150.0
1202,2,81,1,2,2,3,1,1,1,2,3,3,2833.333251953125
1203,1,90,5,1,1,3,2,1,1,2,5,3,1480.0
1204,1,69,1,4,1,1,2,1,1,2,3,3,2833.333251953125
1205,1,82,4,1,1,3,1,1,1,2,5,3,1480.0
1206,2,71,4,4,2,3,1,1,1,2,4,3,4250.0
1207,2,65,4,3,6,3,1,1,1,2,1,1,2200.0
1208,2,66,4,2,1,3,2,1,1,2,2,3,1500.0
1209,2,61,2,1,3,3,2,1,1,2,3,3,440.0
1210,1,70,1,1,3,3,2,2,1,2,2,2,1500.0
1211,2,61,2,3,4,3,2,1,1,2,2,2,8900.0
1212,1,66,2,2,2,2,1,1,1,2,3,3,440.0
1213,2,63,4,1,2,3,1,2,1,2,1,1,1800.0
1214,1,63,5,1,4,1,1,1,1,2,1,1,4300.0
1215,1,66,5,1,2,3,1,2,1,2,1,1,1700.0
1216,1,72,2,2,2,3,1,2,1,2,2,2,5250.0
1217,2,66,4,2,7,3,2,1,1,2,3,3,1533.3333740234375
1218,1,72,5,1,7,3,2,2,1,2,1,1,3300.0
1219,2,68,2,1,2,3,1,2,1,2,2,2,5250.0
1220,1,63,2,3,4,1,1,1,1,2,2,2,8900.0
1221,1,63,2,2,1,3,1,1,1,2,7,3,485.71429443359375
1222,2,68,5,2,2,3,1,2,1,2,1,1,1650.0
1223,2,70,4,1,2,3,1,1,1,2,7,3,2805.71435546875
1224,2,61,1,3,1,3,2,1,1,2,6,3,566.6666870117188
1225,1,74,1,2,1,3,2,1,1,2,6,3,566.6666870117188
1226,1,72,4,1,3,3,2,2,1,2,1,1,4100.0
1227,1,66,4,2,4,3,1,1,1,2,4,3,2450.0
1228,1,83,4,2,1,3,1,2,1,2,2,3,1250.0
1229,2,60,1,2,2,3,1,2,1,2,2,2,1140.0
1230,1,64,1,2,1,3,2,2,1,2,2,2,1140.0
1231,2,75,3,2,2,3,1,2,1,2,2,3,2900.0
1232,2,76,4,2,4,3,1,1,1,2,3,3,1366.6666259765625
1233,2,73,4,2,2,3,1,1,1,2,2,3,950.0
1234,2,77,4,2,7,3,1,2,1,2,3,3,1400.0
1235,1,70,5,1,2,3,1,1,1,2,6,3,1821.6666259765625
1236,2,71,4,3,2,3,2,1,1,2,2,3,2100.0
1237,1,85,2,2,2,3,1,2,1,2,2,2,2175.0
1238,2,61,2,2,7,3,1,2,1,2,3,3,1830.0
1239,2,74,2,1,3,3,1,2,1,2,2,2,2175.0
1240,1,67,2,2,2,3,2,2,1,2,3,3,1830.0
1241,2,63,2,2,2,3,1,2,1,2,2,2,2450.0
1242,2,86,4,1,1,3,1,2,1,2,1,1,1800.0
1243,2,65,2,1,2,3,1,2,1,2,2,2,1600.0
1244,1,69,2,1,2,3,1,2,1,2,2,2,1600.0
1245,1,63,1,2,2,3,1,1,1,2,7,3,2017.142822265625
1246,1,64,2,1,2,3,2,1,1,2,3,3,1066.6666259765623
1247,2,75,4,1,2,3,1,1,1,2,2,3,1500.0
1248,1,67,2,1,2,1,1,1,1,2,3,3,5780.0
1249,2,73,4,1,2,3,2,2,1,2,1,1,3000.0
1250,1,70,4,1,7,3,1,1,1,2,3,3,1366.6666259765625
1251,1,60,4,1,2,3,1,1,1,2,1,1,6000.0
1252,2,62,2,1,2,1,1,1,1,2,3,3,5780.0
1253,1,63,2,3,2,1,1,1,2,2,2,3,2500.0
1254,2,84,4,2,3,3,1,2,1,2,1,1,8600.0
1255,1,82,4,3,2,3,1,2,1,2,1,1,3000.0
1256,2,83,2,1,2,3,1,2,1,2,2,2,3370.0
1257,1,81,2,4,1,3,1,2,1,2,2,2,3500.0
1258,2,78,2,2,2,3,2,2,1,2,2,2,3500.0
1259,1,81,2,2,2,3,2,2,1,2,2,2,3370.0
1260,2,62,4,2,4,3,2,2,1,2,3,3,666.6666870117188
1261,1,84,3,4,1,3,2,1,1,2,5,3,2680.0
1262,2,60,3,1,2,3,2,1,2,2,5,3,743.5999755859375
1263,2,61,5,3,3,3,1,1,1,2,4,3,4764.25
1264,2,87,4,1,1,3,1,2,1,2,1,1,1900.0
1265,2,61,4,1,2,1,2,1,2,2,5,3,200.0
1266,1,66,5,3,1,3,2,2,1,2,1,1,3500.0
1267,1,66,4,1,1,1,1,1,1,2,5,3,1828.0
1268,1,70,2,3,2,1,2,1,2,2,3,3,3000.0
1269,1,69,5,1,1,3,2,2,1,2,1,1,1560.0
1270,1,61,2,3,1,1,2,1,2,2,5,3,1740.0
1271,2,61,4,1,4,3,1,1,1,2,3,3,4150.0
1272,1,69,1,3,6,3,1,1,1,2,2,3,2400.0
1273,2,79,4,2,2,3,1,1,1,2,2,3,2450.0
1274,2,85,2,2,1,3,2,2,1,2,2,2,4850.0
1275,2,74,2,3,6,3,1,2,1,2,2,2,2500.0
1276,1,60,1,3,2,3,1,2,2,1,9,3,638.888916015625
1277,2,83,4,3,1,3,2,1,1,2,7,3,314.28570556640625
1278,1,77,5,2,7,3,2,2,1,2,1,1,2000.0
1279,2,81,4,1,2,3,2,2,1,2,1,1,5000.0
1280,2,73,2,4,7,3,1,1,1,2,13,3,940.0
1281,2,62,3,3,4,3,2,2,1,2,2,2,1500.0
1282,2,89,4,3,2,3,2,2,1,2,2,2,1500.0
1283,1,64,4,1,2,3,2,1,1,2,4,3,2775.0
1284,1,72,2,4,1,3,1,1,1,2,13,3,940.0
1285,2,64,2,2,2,3,1,1,1,2,2,2,2625.0
1286,2,87,5,1,1,3,2,1,1,2,4,3,5325.0
1287,1,63,2,1,4,1,1,1,2,2,2,3,6750.0
1288,1,61,1,3,4,1,2,1,2,2,2,3,2000.0
1289,1,64,2,1,2,1,2,1,1,2,2,2,2625.0
1290,2,75,2,4,1,3,1,2,1,2,2,2,1800.0
1291,2,65,2,1,4,1,2,1,1,2,4,3,5325.0
1292,1,72,2,1,2,3,2,1,1,2,4,3,5325.0
1293,1,85,2,4,7,3,2,2,1,2,2,2,1800.0
1294,2,79,4,2,2,3,1,2,1,2,1,1,3000.0
1295,2,60,2,2,2,3,2,1,2,2,3,3,500.0
1296,2,71,3,1,1,3,2,1,1,2,3,3,879.3333129882812
1297,2,68,4,3,6,3,2,2,1,2,1,1,2000.0
1298,1,60,2,2,3,1,1,1,2,2,2,3,10000.0
1299,2,82,4,1,1,3,1,2,1,2,1,1,1600.0
1300,2,66,1,2,2,3,1,2,1,2,5,3,1440.0
1301,2,83,4,1,2,3,2,1,1,2,4,3,3298.25
1302,1,63,1,2,3,3,2,2,1,2,5,3,1440.0
1303,2,60,4,1,1,1,2,1,2,2,3,3,1766.6666259765625
1304,2,62,4,3,2,3,1,2,1,2,2,3,1990.0
1305,2,69,4,4,1,3,1,2,1,2,1,1,2000.0
1306,2,70,5,1,4,3,1,2,1,2,1,1,1500.0
1307,1,67,2,2,3,3,2,1,1,2,3,3,2000.0
1308,2,60,2,2,4,3,2,1,1,2,3,3,2000.0
1309,1,81,3,2,2,3,2,2,1,2,1,1,2300.0
1310,2,66,2,1,4,3,1,1,1,2,7,3,1181.7142333984375
1311,1,64,3,1,2,1,2,1,1,2,3,3,1933.3333740234373
1312,2,82,2,1,2,3,1,1,1,2,4,2,2150.0
1313,2,75,4,1,4,3,1,2,1,2,1,1,5000.0
1314,2,77,4,2,2,3,1,2,1,2,1,1,2300.0
1315,2,77,4,3,1,3,1,2,1,2,3,3,666.6666870117188
1316,2,71,3,2,2,3,1,1,1,2,4,3,391.5
1317,2,68,3,3,2,3,2,1,1,2,5,3,2920.0
1318,1,61,2,1,3,3,1,2,1,2,2,3,3300.0
1319,1,63,1,3,2,1,2,1,1,2,2,2,11000.0
1320,2,85,4,2,2,3,2,2,1,2,1,1,2270.0
1321,1,77,3,2,1,3,2,2,1,2,1,1,1800.0
1322,2,61,1,2,3,3,1,1,1,2,4,3,2175.0
1323,2,72,4,2,2,3,1,2,1,2,1,1,2000.0
1324,2,72,1,3,4,3,1,1,1,2,2,2,11000.0
1325,1,68,1,3,4,3,2,1,1,2,4,3,2175.0
1326,2,80,2,2,2,3,2,2,1,2,1,1,2300.0
1327,1,78,4,3,2,3,2,2,1,2,1,1,1500.0
1328,2,62,1,2,2,3,1,2,1,2,3,3,2100.0
1329,2,81,2,2,2,3,2,2,1,2,2,2,2720.0
1330,2,68,2,1,7,3,2,1,1,2,4,3,1500.0
1331,1,61,3,1,6,1,2,1,2,2,1,1,7000.0
1332,1,66,4,1,2,3,1,2,1,2,1,1,1873.0
1333,1,64,2,2,1,1,2,1,1,2,4,3,1500.0
1334,1,66,2,2,4,3,1,1,1,2,5,3,1300.0
1335,2,82,4,1,1,3,2,2,1,2,1,1,2400.0
1336,1,79,2,1,2,3,1,1,1,2,4,3,1925.0
1337,2,66,2,3,2,3,2,1,1,2,5,3,1300.0
1338,2,78,4,2,1,3,2,2,1,2,1,1,1500.0
1339,2,76,5,1,2,3,2,2,1,2,1,1,1300.0
1340,2,67,2,1,2,3,2,1,1,2,4,3,1925.0
1341,2,69,2,1,1,3,1,1,1,2,2,2,1850.0
1342,1,66,2,3,3,1,2,1,1,2,2,2,3000.0
1343,2,64,2,3,2,3,1,1,1,2,2,2,3000.0
1344,1,76,2,1,1,1,1,1,1,2,2,2,1850.0
1345,2,60,5,4,1,3,1,1,1,2,10,3,890.0
1346,2,78,4,1,1,3,1,1,1,2,6,3,1783.3333740234375
1347,2,60,3,1,6,3,1,1,1,2,4,3,1575.0
1348,1,65,3,3,3,3,1,2,1,2,1,1,1600.0
1349,1,68,1,3,4,1,2,1,1,2,4,3,762.5
1350,2,66,4,2,7,3,2,1,1,2,6,3,1933.3333740234373
1351,1,72,2,1,2,1,2,1,1,2,2,2,2698.0
1352,1,61,2,3,2,1,1,1,2,2,5,3,1500.0
1353,2,72,2,2,2,3,2,2,1,2,4,3,2950.0
1354,1,77,2,2,1,3,2,2,1,2,4,3,2950.0
1355,2,72,2,2,2,3,2,1,1,2,2,2,2698.0
1356,2,66,3,4,1,3,2,2,2,2,1,1,2000.0
1357,1,65,2,3,2,1,2,1,1,2,5,3,4100.0
1358,1,72,4,1,2,3,1,2,1,2,1,1,1800.0
1359,2,66,5,3,6,3,1,2,1,2,1,1,7000.0
1360,2,78,4,2,6,3,2,1,1,2,2,3,6750.0
1361,2,61,2,3,7,3,2,1,1,2,3,3,1066.6666259765623
1362,1,62,4,2,2,1,2,1,2,2,1,1,2500.0
1363,1,61,2,3,2,1,1,1,2,2,3,3,500.0
1364,2,71,4,2,1,3,1,1,1,2,7,3,550.7142944335939
1365,2,71,2,2,6,3,2,2,1,2,2,2,10000.0
1366,2,74,4,2,1,1,2,2,1,2,1,1,4500.0
1367,2,74,5,1,2,3,1,2,1,2,3,3,966.6666870117188
1368,2,88,4,1,1,3,2,1,1,2,4,3,850.0
1369,2,66,2,2,4,3,2,1,1,2,2,2,1100.0
1370,1,65,2,2,4,1,2,1,1,2,2,2,1100.0
1371,1,62,2,2,2,1,1,1,2,2,4,3,1177.5
1372,1,70,5,1,2,3,1,2,1,2,3,3,966.6666870117188
1373,2,65,2,3,6,1,1,1,1,2,2,2,15500.0
1374,2,63,3,1,2,3,1,1,1,2,4,3,650.0
1375,1,62,2,3,2,1,2,1,2,2,3,3,4300.0
1376,2,68,2,2,4,3,1,1,1,2,4,3,1950.0
1377,1,71,2,2,6,3,2,1,1,2,2,2,15500.0
1378,2,67,5,1,6,3,2,2,1,2,1,1,5300.0
1379,1,61,5,2,2,3,1,1,1,2,6,3,3333.333251953125
1380,2,67,3,2,4,3,1,1,1,2,4,3,714.25
1381,2,64,2,1,2,3,2,2,1,2,2,2,1600.0
1382,1,65,2,1,3,3,1,2,1,2,2,2,1600.0
1383,2,66,2,2,2,3,2,2,1,2,2,3,550.0
1384,2,75,2,4,2,3,1,2,1,2,4,3,2512.5
1385,1,75,2,1,2,3,1,1,1,2,3,3,3666.666748046875
1386,2,69,2,2,2,3,1,1,1,2,3,3,3666.666748046875
1387,1,76,2,1,2,3,1,2,1,2,4,3,2512.5
1388,1,70,3,1,1,3,1,2,1,2,4,3,2512.5
1389,2,65,1,1,2,3,2,1,1,2,2,3,2750.0
1390,2,65,2,2,6,3,1,1,1,2,3,3,3000.0
1391,2,77,4,2,7,3,1,2,1,2,1,1,1800.0
1392,1,71,2,3,6,1,2,1,1,2,3,3,3000.0
1393,1,63,2,1,1,3,1,1,2,2,7,3,1171.4285888671875
1394,1,70,2,1,7,3,1,1,1,2,4,3,1300.0
1395,2,73,2,1,7,3,1,1,1,2,4,3,1300.0
1396,1,67,2,2,1,3,2,1,1,2,5,3,754.0
1397,1,60,2,1,1,1,1,1,2,2,2,2,2000.0
1398,2,61,2,1,2,3,1,1,2,2,2,2,2000.0
1399,2,61,2,3,7,3,2,1,1,2,5,3,754.0
1400,2,89,4,1,2,3,2,2,1,2,1,1,2850.0
1401,2,79,4,3,2,3,2,2,1,2,1,1,2950.0
1402,2,69,4,2,2,3,1,1,1,2,2,3,4400.0
1403,1,63,3,1,2,1,2,1,1,2,1,1,4000.0
1404,1,80,4,2,1,1,1,1,1,2,2,3,4700.0
1405,1,62,3,3,4,1,2,1,1,2,1,1,10500.0
1406,2,70,3,2,1,3,1,1,1,2,9,3,696.6666870117188
1407,1,72,5,1,2,3,2,1,2,2,3,3,166.6666717529297
1408,2,65,4,2,2,3,2,2,1,2,2,3,1125.0
1409,1,60,2,1,4,1,2,1,2,2,2,3,6350.0
1410,1,77,2,1,7,3,1,1,1,2,3,3,950.0
1411,2,65,2,1,1,1,1,1,1,2,3,3,950.0
1412,2,83,4,3,1,1,1,1,1,2,2,3,1550.0
1413,2,79,4,2,1,3,2,1,1,2,2,3,7750.0
1414,2,65,5,2,7,3,2,2,1,2,1,1,2000.0
1415,1,60,2,2,7,1,2,2,2,2,5,3,1140.0
1416,1,62,5,1,7,3,2,1,1,2,5,3,498.0
1417,2,60,4,1,2,3,1,1,1,2,2,3,1100.0
1418,2,71,2,1,2,3,1,2,1,2,2,2,4050.0
1419,2,68,4,4,1,3,1,2,1,2,3,3,1500.0
1420,1,71,1,2,2,3,1,1,1,2,2,3,1150.0
1421,2,73,4,1,1,3,1,1,1,2,6,3,652.6666870117188
1422,2,74,4,1,1,3,1,1,1,2,2,3,2325.0
1423,1,68,2,1,6,1,2,1,1,2,6,3,1316.6666259765625
1424,1,75,2,1,3,3,1,2,1,2,2,2,4050.0
1425,2,61,3,1,3,1,1,1,2,2,1,1,3600.0
1426,1,60,2,2,2,1,2,1,2,2,5,3,1660.0
1427,2,65,4,1,4,3,1,1,1,2,2,3,3400.0
1428,2,61,2,3,2,3,1,1,2,2,5,3,1660.0
1429,2,82,4,2,7,3,1,1,1,2,2,3,2250.0
1430,1,78,4,1,1,3,2,1,2,2,4,3,1250.0
1431,2,71,4,1,2,3,1,2,1,2,1,1,1600.0
1432,1,85,4,3,1,3,1,1,1,2,2,3,1300.0
1433,2,73,4,1,1,3,1,2,1,2,3,3,830.0
1434,2,71,5,2,1,3,2,1,1,2,2,3,2200.0
1435,2,81,4,2,1,3,2,2,1,2,1,1,1000.0
1436,1,67,2,1,2,1,2,1,1,2,5,3,1800.0
1437,2,82,4,3,1,3,1,2,1,2,2,2,2850.0
1438,2,78,5,2,1,3,2,2,1,2,2,2,2850.0
1439,1,78,5,1,1,3,1,1,1,2,5,3,1800.0
1440,2,63,2,3,6,1,2,1,1,2,2,2,21750.0
1441,2,66,3,2,2,3,1,1,1,2,5,3,900.0
1442,1,68,2,3,2,1,1,1,1,2,3,3,833.3333129882812
1443,1,70,5,3,2,3,1,1,1,2,6,3,1430.3333740234375
1444,2,64,2,3,2,1,1,1,1,2,3,3,833.3333129882812
1445,1,61,2,3,6,1,1,1,1,2,2,2,3500.0
1446,2,64,3,2,1,1,1,1,2,2,2,3,500.0
1447,2,64,4,1,1,3,2,2,1,2,1,1,1000.0
1448,1,64,2,1,2,3,2,1,1,2,3,3,2583.333251953125
1449,2,62,2,1,6,3,2,1,1,2,2,2,3500.0
1450,2,80,2,3,6,3,1,2,1,2,2,2,9500.0
1451,1,82,2,3,6,3,1,2,1,2,2,2,9500.0
1452,1,60,1,2,2,1,1,1,2,2,10,3,890.0
1453,2,76,1,2,7,3,1,2,1,2,2,2,1000.0
1454,1,72,2,1,7,1,2,1,1,2,3,3,1000.0
1455,2,63,2,2,1,3,2,1,1,2,3,3,1000.0
1456,2,63,5,1,4,1,1,1,1,2,4,2,2150.0
1457,1,87,4,4,2,3,2,2,1,2,1,1,1600.0
1458,1,81,1,1,7,3,2,2,1,2,2,2,1000.0
1459,2,60,2,1,4,1,2,1,1,2,4,2,2150.0
1460,1,84,2,1,2,3,1,1,1,2,4,2,2150.0
1461,1,72,3,3,7,3,2,1,1,2,1,1,1600.0
1462,1,61,2,2,1,3,1,2,1,2,3,3,1366.6666259765625
1463,2,80,4,1,1,3,1,2,1,2,1,1,2100.0
1464,2,60,5,3,6,1,2,1,2,2,1,1,10000.0
1465,1,61,5,1,1,1,2,1,2,2,1,1,2200.0
1466,2,94,4,1,2,3,1,1,1,2,2,3,3225.0
1467,1,72,3,3,1,3,1,1,1,2,1,1,4800.0
1468,1,62,1,1,4,1,1,1,2,2,2,3,3100.0
1469,2,61,2,2,2,3,2,1,1,2,4,3,2325.0
1470,1,65,2,2,1,1,2,1,1,2,4,3,2325.0
1471,2,73,1,2,2,3,1,1,1,2,6,3,683.3333129882812
1472,2,71,4,2,2,3,2,1,1,2,5,3,1360.0
1473,1,66,1,2,2,3,2,1,1,2,6,3,683.3333129882812
1474,2,64,2,3,1,1,2,1,2,2,2,2,600.0
1475,1,78,2,3,1,3,2,1,2,2,2,2,600.0
1476,1,63,2,2,3,3,2,2,1,2,3,3,2833.333251953125
1477,2,77,5,4,4,3,1,2,1,2,1,1,4600.0
1478,1,60,2,1,2,1,1,1,1,2,3,3,1335.0
1479,2,67,2,2,2,3,2,2,1,2,4,3,350.0
1480,1,78,2,2,2,3,2,2,1,2,4,3,350.0
1481,2,82,2,2,4,3,1,2,1,2,2,2,2400.0
1482,2,61,1,4,2,1,1,1,1,2,4,3,1725.0
1483,2,84,5,1,1,3,1,2,1,2,3,3,588.6666870117188
1484,1,68,1,4,2,1,2,1,1,2,4,3,1725.0
1485,2,73,4,2,1,3,1,1,1,2,15,3,270.66665649414057
1486,1,80,2,2,4,3,1,2,1,2,2,2,2400.0
1487,2,73,4,2,1,3,2,1,1,2,5,3,3490.0
1488,2,83,4,3,7,3,2,1,1,2,10,3,1299.0
1489,2,67,4,1,4,3,2,1,1,2,2,3,3640.0
1490,2,62,2,1,7,3,1,1,1,2,3,3,2366.666748046875
1491,2,64,3,1,6,3,1,1,1,2,7,3,885.7142944335938
1492,2,74,4,2,1,3,1,1,1,2,3,3,1466.6666259765625
1493,2,63,1,1,2,3,2,1,2,2,2,3,600.0
1494,1,67,3,2,1,1,2,1,2,2,1,1,2000.0
1495,1,65,2,3,7,3,2,1,2,2,8,3,112.5
1496,1,67,5,4,1,3,1,2,1,2,1,1,3600.0
1497,1,78,2,4,4,3,2,1,1,2,3,3,4100.0
1498,2,62,2,4,4,3,2,1,1,2,3,3,4100.0
1499,1,62,2,1,2,3,2,1,1,2,3,3,900.0
1500,2,62,2,1,4,3,1,1,1,2,3,3,900.0
1501,2,63,4,4,1,3,2,1,1,2,2,3,600.0
1502,1,66,5,3,2,1,2,1,1,2,1,1,3900.0
1503,1,80,3,1,1,3,1,2,1,2,1,1,1800.0
1504,2,75,4,4,7,3,2,1,2,2,2,3,550.0
1505,2,76,3,1,1,3,2,1,1,2,2,3,640.0
1506,2,61,1,3,2,3,1,1,1,2,7,3,1714.2857666015625
1507,1,60,2,1,1,1,2,1,1,2,5,3,1284.0
1508,2,83,4,1,1,3,1,2,1,2,1,1,1910.0
1509,1,75,4,1,2,3,2,2,1,2,2,3,800.0
1510,2,96,4,3,4,3,2,2,1,2,1,1,6900.0
1511,2,74,4,3,3,3,1,1,1,2,3,3,1491.3333740234375
1512,2,69,5,1,4,3,1,2,1,2,1,1,4450.0
1513,1,76,2,1,1,1,1,1,1,2,2,2,3125.0
1514,1,80,2,1,1,3,1,1,1,2,3,3,1533.3333740234375
1515,2,69,4,1,2,3,1,1,1,2,2,3,1750.0
1516,2,78,2,1,2,3,1,2,1,2,2,2,1800.0
1517,2,80,4,2,2,3,1,2,1,2,1,1,1500.0
1518,2,65,2,1,1,1,1,1,1,2,2,2,3125.0
1519,2,77,5,1,2,3,2,2,1,2,1,1,1200.0
1520,2,75,2,2,1,3,1,1,1,2,3,3,1533.3333740234375
1521,2,76,4,1,2,3,1,1,1,2,4,3,1270.0
1522,2,63,4,1,2,3,1,1,1,2,5,3,660.0
1523,1,70,1,3,2,1,2,1,1,2,2,2,5700.0
1524,1,64,3,3,7,1,1,1,2,2,1,1,1800.0
1525,2,62,1,3,2,3,2,1,1,2,2,2,5700.0
1526,1,73,2,1,1,3,2,2,1,2,2,2,1600.0
1527,2,67,2,1,1,3,1,2,1,2,2,2,1600.0
1528,1,64,2,5,2,1,2,1,2,2,2,3,250.0
1529,1,81,5,2,1,3,1,2,1,2,1,1,1900.0
1530,2,91,3,1,6,3,1,1,1,2,2,2,2750.0
1531,2,64,5,1,6,1,1,1,1,2,2,2,2750.0
1532,1,71,5,2,7,3,1,2,1,2,1,1,2400.0
1533,1,75,2,3,1,3,1,2,1,2,2,2,1825.0
1534,2,63,2,1,2,3,1,2,1,2,2,2,1825.0
1535,1,77,4,1,2,3,2,2,1,2,3,3,900.0
1536,2,81,4,3,7,3,2,2,1,2,2,3,1200.0
1537,1,71,2,1,2,3,1,1,1,2,4,3,1446.5
1538,2,62,4,3,2,3,1,2,1,2,1,1,2000.0
1539,2,69,2,1,2,3,1,1,1,2,4,3,1446.5
1540,1,73,3,2,1,3,1,1,1,2,5,3,480.0
1541,2,75,1,3,2,3,1,1,1,2,15,3,384.0
1542,1,73,1,3,2,1,1,1,1,2,15,3,384.0
1543,2,60,2,1,2,1,1,1,2,2,3,3,2366.666748046875
1544,2,83,4,2,6,3,1,1,1,2,2,3,5850.0
1545,2,71,2,3,2,3,2,2,1,2,2,2,3540.0
1546,1,82,2,1,2,3,1,2,1,2,2,2,3540.0
1547,1,77,5,1,2,3,2,1,1,2,5,3,1980.0
1548,1,66,5,1,2,1,1,1,2,2,1,1,4500.0
1549,1,65,2,1,2,3,2,2,1,2,2,2,1200.0
1550,2,64,2,1,2,3,1,1,2,2,4,3,550.0
1551,2,62,2,1,1,3,1,2,1,2,2,2,1200.0
